transaction_id,amount,hour_of_day,day_of_week,merchant_category,transaction_type,distance_from_home,distance_from_last_txn,avg_daily_transactions,velocity_last_hour,failed_attempts_24h,account_age_days,is_international,is_fraud
TXN002767,29.59,18,2,clothing,online,0.5,4.8,1.0,0.0,0,804,1,0
TXN002768,22.22,12,1,grocery,online,20.2,6.1,1.0,0.0,0,1912,0,0
TXN002769,69.01,17,0,travel,online,12.2,0.8,3.0,1.0,1,99,1,0
TXN002770,23.63,16,5,grocery,online,19.6,7.1,4.0,1.0,0,3303,1,0
TXN002771,81.72,13,2,electronics,online,6.6,8.3,4.0,1.0,0,3334,0,0
TXN002772,41.7,12,6,gas,contactless,26.1,2.3,4.0,1.0,0,1836,0,0
TXN002773,90.56,22,5,clothing,contactless,26.1,2.7,3.0,2.0,1,1731,0,0
TXN002774,12.41,7,6,clothing,card_present,2.1,1.1,1.0,1.0,0,3265,0,0
TXN002775,98.01,14,5,electronics,card_present,30.0,8.3,2.0,1.0,1,2798,0,0
TXN002776,300.05,2,5,travel,online,56.2,167.6,10.0,3.0,3,27,1,1
TXN002777,23.67,11,0,online,card_present,15.5,1.4,6.0,0.0,0,3418,0,0
TXN002778,75.17,18,6,electronics,online,16.0,4.1,3.0,1.0,0,802,0,0
TXN002779,131.49,20,2,travel,card_present,26.1,20.9,3.0,1.0,0,2430,0,0
TXN002780,105.6,14,4,gas,card_present,2.8,2.1,2.0,2.0,0,2167,0,0
TXN002781,299.62,9,3,clothing,contactless,4.0,6.4,2.0,1.0,0,2680,1,0
TXN002782,111.57,9,6,online,card_present,0.9,3.5,4.0,3.0,0,1907,0,0
TXN002783,176.4,9,6,online,online,8.5,0.8,3.0,1.0,0,3534,0,0
TXN002784,33.61,8,1,clothing,card_present,19.8,18.1,1.0,1.0,0,1554,0,0
TXN002785,49.51,21,6,electronics,card_present,37.9,17.9,2.0,2.0,0,275,0,0
TXN002786,111.89,9,0,electronics,card_present,13.0,10.1,3.0,0.0,0,957,0,0
TXN002787,131.82,19,1,clothing,card_present,15.5,4.6,3.0,0.0,0,800,0,0
TXN002788,9.23,16,3,grocery,online,8.5,6.9,2.0,4.0,0,736,1,0
TXN002789,7602.41,1,0,online,card_present,54.0,200.4,8.0,5.0,3,44,1,1
TXN002790,46.47,12,3,electronics,contactless,9.6,2.4,1.0,0.0,0,2136,0,0
TXN002791,82.8,17,2,electronics,online,9.0,1.0,2.0,0.0,0,821,0,0
TXN002792,64.62,16,1,travel,online,11.9,22.1,3.0,1.0,0,1236,0,0
TXN002793,47.11,7,2,restaurant,card_present,25.6,3.5,1.0,0.0,1,996,0,0
TXN002794,43.32,9,5,clothing,online,27.2,8.4,3.0,1.0,0,56,0,0
TXN002795,108.38,16,0,grocery,online,6.2,18.3,1.0,0.0,0,837,1,0
TXN002796,89.9,19,4,grocery,card_present,21.5,6.3,3.0,0.0,1,2466,1,0
TXN002797,78.68,14,4,grocery,card_present,18.4,2.1,3.0,1.0,0,294,0,0
TXN002798,14.93,20,5,clothing,online,11.2,2.0,8.0,1.0,0,2246,1,0
TXN002799,39.83,19,0,restaurant,card_present,5.3,6.7,5.0,0.0,1,610,0,0
TXN002800,10.68,10,3,online,card_present,3.2,4.5,5.0,0.0,0,1692,0,0
TXN002801,22.19,19,5,online,contactless,0.8,0.9,2.0,1.0,0,326,0,0
TXN002802,37.04,15,3,gas,online,24.0,7.5,5.0,0.0,0,1752,0,0
TXN002803,597.11,10,5,restaurant,online,12.8,12.0,3.0,1.0,0,2482,1,0
TXN002804,90.73,19,2,electronics,online,18.4,10.0,4.0,0.0,0,2411,0,0
TXN002805,253.84,22,0,travel,card_present,271.7,332.3,11.0,6.0,4,30,1,1
TXN002806,13.18,9,5,gas,card_present,1.3,8.4,3.0,2.0,0,335,0,0
TXN002807,23.17,22,5,clothing,contactless,24.0,21.7,3.0,2.0,0,2025,0,0
TXN002808,42.56,22,4,grocery,card_present,14.1,21.7,1.0,3.0,0,1908,1,0
TXN002809,268.28,21,1,electronics,card_present,2.7,12.5,5.0,2.0,0,2073,0,0
TXN002810,73.28,22,1,clothing,online,23.3,16.0,1.0,1.0,0,559,0,0
TXN002811,16.47,21,2,gas,card_present,5.7,16.9,3.0,0.0,0,949,0,0
TXN002812,120.19,7,0,gas,online,11.5,3.7,2.0,0.0,0,2405,0,0
TXN002813,31.06,22,2,gas,online,0.6,11.6,5.0,0.0,0,791,0,0
TXN002814,49.23,11,3,restaurant,card_present,17.7,13.8,0.0,0.0,0,493,0,0
TXN002815,26.97,18,6,clothing,card_present,29.8,1.9,2.0,1.0,0,1493,0,0
TXN002816,20.33,13,0,electronics,contactless,11.1,4.8,3.0,1.0,0,900,0,0
TXN002817,138.81,18,6,travel,online,9.2,1.4,2.0,1.0,0,1377,0,0
TXN002818,78.37,8,0,restaurant,online,12.7,8.2,4.0,1.0,1,2840,0,0
TXN002819,4.61,12,0,electronics,card_present,32.5,5.8,2.0,1.0,0,3181,0,0
TXN002820,57.33,20,3,restaurant,online,2.7,7.7,3.0,0.0,0,2177,0,0
TXN002821,68.99,21,3,restaurant,online,11.9,4.9,3.0,2.0,0,508,1,0
TXN002822,116.63,16,2,electronics,card_present,6.8,15.8,4.0,1.0,0,1042,1,0
TXN002823,6.1,14,3,clothing,card_present,25.8,2.7,5.0,4.0,0,2503,0,0
TXN002824,731.2,2,0,travel,online,428.3,240.2,12.0,4.0,1,26,1,1
TXN002825,143.19,15,3,gas,card_present,17.3,8.9,4.0,1.0,0,1879,0,0
TXN002826,48.19,17,6,electronics,contactless,7.7,5.8,6.0,0.0,0,2267,0,0
TXN002827,25.05,7,6,restaurant,contactless,18.7,7.0,0.0,1.0,0,1281,1,0
TXN002828,29.08,21,2,restaurant,card_present,8.0,6.1,0.0,3.0,1,1917,0,0
TXN002829,39.32,16,5,electronics,online,4.0,14.8,2.0,2.0,1,1674,0,0
TXN002830,68.29,14,3,travel,online,3.9,2.1,3.0,2.0,0,1090,0,0
TXN002831,60.66,20,6,travel,contactless,0.1,5.0,3.0,1.0,0,2717,0,0
TXN002832,22.56,9,0,gas,card_present,6.3,12.5,3.0,0.0,0,2969,0,0
TXN002833,254.06,22,6,electronics,online,321.4,351.0,6.0,1.0,5,22,1,1
TXN002834,55.85,21,0,clothing,contactless,21.5,6.2,0.0,0.0,0,3480,0,0
TXN002835,424.8,22,5,electronics,card_present,398.2,351.1,10.0,3.0,2,6,1,1
TXN002836,12.83,10,5,grocery,contactless,5.0,4.4,2.0,1.0,0,3014,0,0
TXN002837,34.88,7,3,restaurant,card_present,54.3,19.8,1.0,2.0,0,1240,0,0
TXN002838,20.27,14,1,travel,card_present,6.8,3.9,3.0,1.0,0,2566,0,0
TXN002839,104.26,7,1,restaurant,contactless,12.6,6.8,2.0,0.0,0,1615,0,0
TXN002840,144.78,12,4,clothing,card_present,14.9,8.4,1.0,3.0,0,2471,0,0
TXN002841,11.42,6,3,grocery,online,4.9,4.7,4.0,1.0,0,3195,0,0
TXN002842,36.6,17,2,online,contactless,34.0,3.8,2.0,0.0,0,2242,0,0
TXN002843,24.5,12,1,travel,card_present,16.6,4.6,3.0,0.0,0,2955,1,0
TXN002844,8.42,14,3,clothing,contactless,6.0,3.0,0.0,2.0,0,61,0,0
TXN002845,30.19,15,6,electronics,online,7.3,9.1,3.0,0.0,1,3487,0,0
TXN002846,16.87,20,0,online,online,12.2,10.7,3.0,0.0,1,1145,1,0
TXN002847,18.39,19,3,restaurant,online,8.1,0.2,2.0,1.0,0,252,1,0
TXN002848,69.61,14,6,online,contactless,1.9,7.8,4.0,1.0,1,1697,1,0
TXN002849,19.1,18,1,grocery,online,30.5,1.2,3.0,0.0,0,1836,0,0
TXN002850,122.68,22,1,clothing,card_present,3.7,8.8,2.0,0.0,0,161,0,0
TXN002851,272.81,21,4,restaurant,contactless,12.0,7.8,2.0,1.0,0,194,0,0
TXN002852,39.27,9,3,restaurant,online,9.5,2.0,1.0,0.0,0,2855,1,0
TXN002853,27.7,8,6,travel,card_present,23.0,8.4,7.0,0.0,0,1229,0,0
TXN002854,96.22,15,6,online,contactless,11.0,3.1,2.0,0.0,0,1171,1,0
TXN002855,41.78,15,4,travel,online,13.5,8.1,3.0,1.0,0,1361,0,0
TXN002856,38.58,15,3,gas,contactless,31.1,5.9,1.0,0.0,0,2913,0,0
TXN002857,33.6,22,2,grocery,online,2.2,0.4,4.0,1.0,0,1346,0,0
TXN002858,12.95,17,2,electronics,contactless,2.2,6.8,1.0,0.0,0,1192,1,0
TXN002859,559.78,0,5,online,online,46.1,426.8,12.0,2.0,1,14,1,1
TXN002860,14.36,12,1,gas,online,22.0,4.0,4.0,0.0,0,2536,0,0
TXN002861,40.11,20,0,online,card_present,12.7,3.0,1.0,1.0,0,3459,0,0
TXN002862,28.87,21,0,restaurant,card_present,14.0,1.8,1.0,1.0,0,3523,0,0
TXN002863,28.52,16,2,gas,card_present,16.6,4.9,5.0,2.0,0,2089,0,0
TXN002864,428.7,17,1,online,card_present,24.2,4.6,3.0,0.0,0,3579,0,0
TXN002865,80.95,19,0,online,card_present,21.2,10.7,0.0,0.0,0,1290,0,0
TXN002866,70.99,18,4,grocery,contactless,5.2,11.0,2.0,1.0,0,3531,0,0
TXN002867,31.33,18,5,restaurant,contactless,9.6,1.4,5.0,0.0,0,1256,0,0
TXN002868,62.5,17,3,clothing,card_present,18.7,2.7,5.0,1.0,0,1986,0,0
TXN002869,83.58,19,4,gas,online,24.8,13.7,3.0,0.0,0,3195,0,0
TXN002870,16.66,9,3,grocery,card_present,1.7,6.5,2.0,1.0,0,1625,1,0
TXN002871,217.95,19,3,electronics,online,14.3,10.9,1.0,0.0,0,2656,0,0
TXN002872,11.95,15,3,online,contactless,16.4,8.0,2.0,2.0,1,2330,0,0
TXN002873,25.83,10,3,electronics,card_present,19.1,4.5,2.0,1.0,0,2390,1,0
TXN002874,37.43,22,0,online,card_present,44.7,9.1,1.0,0.0,0,2869,0,0
TXN002875,43.88,14,6,travel,card_present,2.8,6.1,2.0,0.0,1,2053,0,0
TXN002876,13.85,7,1,travel,contactless,14.0,6.6,4.0,1.0,0,823,0,0
TXN002877,109.98,6,3,clothing,online,0.8,2.4,0.0,0.0,0,2317,0,0
TXN002878,73.65,17,6,clothing,online,23.2,21.3,1.0,0.0,0,2821,0,0
TXN002879,715.77,18,5,online,online,15.6,1.8,6.0,3.0,0,3154,0,0
TXN002880,35.54,14,3,restaurant,online,6.4,3.8,2.0,1.0,0,2316,0,0
TXN002881,21.81,6,1,travel,online,6.5,6.0,8.0,2.0,1,2622,0,0
TXN002882,55.46,8,4,grocery,online,4.7,7.3,3.0,0.0,1,3141,0,0
TXN002883,91.72,11,3,gas,card_present,34.7,0.9,2.0,0.0,0,2888,0,0
TXN002884,204.95,18,2,electronics,card_present,36.1,6.1,3.0,1.0,0,1677,0,0
TXN002885,23.18,17,0,travel,card_present,8.1,5.0,3.0,2.0,0,2493,1,0
TXN002886,9.94,22,0,online,card_present,4.7,17.5,1.0,1.0,1,3249,0,0
TXN002887,8.07,8,1,gas,online,1.1,5.9,5.0,5.0,0,1103,1,0
TXN002888,101.91,22,3,travel,card_present,5.2,13.3,2.0,0.0,0,1481,0,0
TXN002889,47.84,8,1,online,card_present,1.2,5.8,2.0,1.0,0,2150,0,0
TXN002890,129.48,12,3,gas,online,13.5,4.1,3.0,0.0,0,1241,0,0
TXN002891,75.52,13,1,electronics,card_present,29.4,5.4,3.0,1.0,0,3003,0,0
TXN002892,49.24,14,0,gas,card_present,19.6,6.4,1.0,4.0,0,1129,0,0
TXN002893,33.79,22,6,grocery,online,23.6,5.5,3.0,1.0,0,2547,0,0
TXN002894,63.36,15,0,restaurant,online,1.8,2.4,6.0,1.0,0,1461,0,0
TXN002895,100.16,13,3,restaurant,card_present,14.7,5.5,4.0,0.0,0,1866,0,0
TXN002896,17.67,22,1,online,online,6.5,8.7,3.0,2.0,0,2422,0,0
TXN002897,33.69,17,1,gas,contactless,6.9,0.3,0.0,1.0,1,2595,0,0
TXN002898,46.88,7,2,travel,card_present,6.8,8.7,0.0,4.0,0,1649,0,0
TXN002899,179.57,15,2,gas,contactless,10.3,1.3,0.0,0.0,0,2507,0,0
TXN002900,66.06,6,1,gas,contactless,4.9,7.9,4.0,3.0,0,1595,0,0
TXN002901,18.32,22,4,restaurant,online,2.1,3.6,3.0,2.0,0,323,0,0
TXN002902,14.22,13,4,clothing,card_present,32.9,8.0,4.0,3.0,0,3612,0,0
TXN002903,63.77,14,4,restaurant,card_present,15.0,2.7,2.0,0.0,0,3440,1,0
TXN002904,87.76,9,1,online,contactless,23.9,0.4,1.0,1.0,1,2977,0,0
TXN002905,39.42,11,0,restaurant,card_present,36.7,8.9,4.0,0.0,0,2018,0,0
TXN002906,21.15,15,5,travel,online,12.5,1.1,7.0,1.0,0,375,0,0
TXN002907,122.32,22,1,travel,contactless,7.2,3.3,6.0,0.0,0,593,0,0
TXN002908,110.84,13,2,electronics,card_present,18.6,4.2,1.0,2.0,0,2652,0,0
TXN002909,32.63,6,2,gas,card_present,28.7,3.7,0.0,1.0,0,786,0,0
TXN002910,61.53,9,2,gas,online,6.6,0.2,4.0,0.0,0,1983,0,0
TXN002911,272.42,17,6,restaurant,card_present,22.5,5.4,6.0,1.0,0,3034,0,0
TXN002912,108.59,5,0,jewelry,card_present,344.1,490.8,8.0,8.0,2,38,1,1
TXN002913,29.54,16,1,clothing,online,22.2,6.2,3.0,1.0,0,993,0,0
TXN002914,23.59,20,0,clothing,online,40.8,5.6,4.0,1.0,0,1603,1,0
TXN002915,198.6,21,6,grocery,online,5.9,7.2,2.0,0.0,0,2353,0,0
TXN002916,14.19,11,6,grocery,contactless,12.8,6.0,1.0,1.0,0,1686,0,0
TXN002917,12.21,22,4,clothing,online,23.6,4.4,2.0,2.0,0,2556,0,0
TXN002918,64.06,10,3,travel,contactless,1.9,24.7,1.0,2.0,0,802,1,0
TXN002919,11.95,9,3,travel,card_present,22.9,10.8,2.0,0.0,0,718,0,0
TXN002920,183.95,11,6,travel,card_present,2.1,12.9,1.0,0.0,0,1199,0,0
TXN002921,74.31,12,5,online,card_present,13.5,21.7,0.0,0.0,0,2121,0,0
TXN002922,5.82,14,4,online,contactless,12.7,27.2,3.0,2.0,0,1327,1,0
TXN002923,174.49,21,4,restaurant,card_present,4.7,14.8,3.0,0.0,0,2875,0,0
TXN002924,107.38,17,1,clothing,online,25.0,12.0,4.0,0.0,0,439,0,0
TXN002925,26.79,17,6,restaurant,card_present,27.5,22.3,4.0,0.0,0,1894,0,0
TXN002926,38.98,8,6,travel,online,12.4,8.2,1.0,2.0,0,1027,0,0
TXN002927,8.91,9,3,gas,card_present,4.2,12.9,3.0,2.0,0,2342,0,0
TXN002928,8.66,11,5,travel,online,19.0,9.8,1.0,0.0,0,369,0,0
TXN002929,22.27,14,2,grocery,contactless,0.4,24.8,3.0,2.0,0,641,0,0
TXN002930,355.42,18,4,online,card_present,8.4,8.7,2.0,2.0,0,801,0,0
TXN002931,25.45,19,6,electronics,card_present,4.2,6.5,2.0,0.0,1,3076,0,0
TXN002932,436.06,14,6,travel,card_present,21.6,0.2,5.0,2.0,0,2142,0,0
TXN002933,5.94,6,2,grocery,card_present,2.4,6.5,6.0,2.0,0,2470,0,0
TXN002934,143.15,15,3,gas,online,22.4,3.9,3.0,1.0,0,601,0,0
TXN002935,27.24,15,5,grocery,card_present,9.8,6.5,6.0,2.0,0,129,0,0
TXN002936,39.94,15,2,travel,card_present,12.6,8.8,3.0,0.0,1,498,0,0
TXN002937,58.8,14,4,gas,card_present,0.6,15.2,5.0,2.0,0,1172,0,0
TXN002938,23.94,14,2,travel,card_present,21.8,2.8,4.0,2.0,0,3410,0,0
TXN002939,94.36,12,3,restaurant,card_present,5.9,13.3,3.0,3.0,0,3195,1,0
TXN002940,41.21,19,0,electronics,online,2.8,6.3,3.0,4.0,1,1580,0,0
TXN002941,86.76,21,6,grocery,card_present,7.3,6.7,1.0,2.0,1,2198,0,0
TXN002942,41.4,8,5,online,contactless,8.6,3.6,6.0,0.0,0,1369,0,0
TXN002943,267.95,6,5,clothing,card_present,4.2,5.0,5.0,1.0,0,299,0,0
TXN002944,29.98,13,4,clothing,card_present,5.1,12.6,1.0,0.0,0,3216,1,0
TXN002945,16.84,13,6,travel,card_present,12.0,4.0,3.0,1.0,1,2251,1,0
TXN002946,32.11,14,5,restaurant,online,5.9,1.9,2.0,0.0,0,2463,0,0
TXN002947,39.63,16,1,clothing,online,30.0,11.8,2.0,1.0,0,1777,0,0
TXN002948,23.56,12,0,gas,card_present,5.6,6.4,2.0,0.0,0,3330,0,0
TXN002949,380.4,11,3,clothing,online,29.7,4.4,1.0,0.0,0,1782,1,0
TXN002950,424.99,10,5,grocery,contactless,4.0,25.8,1.0,0.0,0,2217,1,0
TXN002951,47.39,11,0,restaurant,contactless,25.2,8.3,4.0,2.0,0,3015,0,0
TXN002952,97.45,17,6,travel,online,7.2,9.4,6.0,2.0,0,1563,0,0
TXN002953,51.24,16,1,gas,online,21.0,8.9,4.0,2.0,1,2035,0,0
TXN002954,72.31,17,2,online,card_present,11.7,2.4,3.0,1.0,0,2053,0,0
TXN002955,56.34,6,2,grocery,online,23.3,4.6,4.0,1.0,0,2027,0,0
TXN002956,58.31,22,4,electronics,contactless,6.1,17.3,3.0,0.0,1,650,0,0
TXN002957,223.73,14,4,online,card_present,8.5,1.2,2.0,0.0,0,496,0,0
TXN002958,8.89,16,3,restaurant,card_present,36.7,10.2,4.0,1.0,1,2115,0,0
TXN002959,97.18,9,2,travel,card_present,7.1,22.2,3.0,2.0,0,1350,0,0
TXN002960,10.63,7,3,clothing,contactless,11.5,4.8,2.0,0.0,1,2632,0,0
TXN002961,17.87,1,3,electronics,card_present,477.9,186.9,8.0,6.0,1,28,1,1
TXN002962,37.76,20,0,online,online,7.0,11.7,3.0,1.0,0,2617,0,0
TXN002963,41.14,17,6,electronics,card_present,26.9,0.9,3.0,0.0,0,971,0,0
TXN002964,82.46,9,4,electronics,contactless,9.3,2.3,1.0,3.0,0,3108,0,0
TXN002965,145.87,12,5,travel,online,24.7,2.0,1.0,1.0,1,2136,0,0
TXN002966,243.46,6,6,grocery,card_present,4.4,13.8,5.0,2.0,1,3521,0,0
TXN002967,26.93,21,2,restaurant,contactless,1.7,1.5,6.0,0.0,1,1797,0,0
TXN002968,173.61,11,0,electronics,contactless,26.4,4.9,6.0,0.0,1,3209,0,0
TXN002969,172.48,10,6,gas,contactless,30.9,16.9,0.0,0.0,1,2191,1,0
TXN002970,115.24,20,0,travel,card_present,50.9,8.0,4.0,2.0,1,2722,0,0
TXN002971,87.85,9,5,travel,online,36.3,2.4,2.0,1.0,0,2179,0,0
TXN002972,312.49,15,3,restaurant,online,11.8,1.1,3.0,0.0,1,183,0,0
TXN002973,11.22,21,2,online,online,34.3,8.6,7.0,1.0,0,646,0,0
TXN002974,49.12,22,5,restaurant,online,3.2,2.0,2.0,1.0,0,3355,0,0
TXN002975,46.91,8,6,gas,online,2.1,5.8,3.0,2.0,1,2388,0,0
TXN002976,26.73,16,3,travel,online,40.6,1.2,2.0,2.0,0,2263,1,0
TXN002977,44.34,18,4,online,card_present,8.4,11.4,2.0,2.0,0,2966,1,0
TXN002978,159.2,10,2,restaurant,contactless,20.2,20.9,2.0,0.0,0,433,1,0
TXN002979,58.52,21,0,grocery,card_present,27.1,0.5,3.0,2.0,1,952,0,0
TXN002980,257.56,11,1,online,card_present,23.7,7.7,2.0,2.0,0,3208,0,0
TXN002981,105.67,15,0,travel,card_present,18.1,3.2,1.0,0.0,1,168,0,0
TXN002982,19.3,13,0,gas,card_present,2.2,8.8,2.0,1.0,0,1461,0,0
TXN002983,85.71,14,1,electronics,card_present,3.4,4.0,1.0,0.0,0,1043,0,0
TXN002984,139.53,8,0,restaurant,contactless,19.2,7.5,1.0,1.0,0,494,0,0
TXN002985,22.9,21,2,clothing,card_present,13.5,26.4,2.0,2.0,0,297,0,0
TXN002986,93.02,13,3,electronics,card_present,18.1,0.3,3.0,1.0,1,3610,0,0
TXN002987,25.62,17,4,grocery,card_present,29.7,18.3,2.0,1.0,0,633,0,0
TXN002988,29.45,21,1,online,online,18.8,12.6,0.0,1.0,0,70,0,0
TXN002989,28.64,12,0,online,online,6.4,3.2,3.0,1.0,0,153,1,0
TXN002990,510.46,5,6,online,card_present,375.9,182.9,8.0,8.0,4,28,1,1
TXN002991,101.77,20,5,gas,contactless,33.2,23.0,4.0,2.0,0,1949,0,0
TXN002992,131.95,12,6,travel,card_present,4.0,8.3,1.0,0.0,0,1661,0,0
TXN002993,65.13,16,5,online,online,9.4,18.9,2.0,0.0,0,177,0,0
TXN002994,15.59,18,5,electronics,card_present,0.3,23.0,2.0,1.0,0,2084,1,0
TXN002995,37.44,8,3,restaurant,online,22.1,1.3,1.0,0.0,0,2794,0,0
TXN002996,147.86,11,0,grocery,online,41.8,33.6,3.0,0.0,0,1150,0,0
TXN002997,32.16,15,2,electronics,contactless,27.9,21.0,2.0,0.0,0,527,1,0
TXN002998,13.37,18,2,online,card_present,8.0,1.9,4.0,0.0,0,1289,0,0
TXN002999,48.01,17,0,grocery,card_present,25.3,1.8,2.0,1.0,1,921,0,0
TXN003000,112.71,7,3,travel,online,28.3,17.3,4.0,1.0,0,1156,0,0
TXN003001,16.62,12,2,online,card_present,17.3,2.1,6.0,1.0,0,3119,0,0
TXN003002,67.36,17,3,gas,contactless,18.2,0.8,3.0,2.0,0,281,0,0
TXN003003,24.28,12,3,restaurant,contactless,7.8,8.9,4.0,1.0,0,324,1,0
TXN003004,47.54,10,3,electronics,contactless,1.7,15.2,2.0,0.0,0,3446,0,0
TXN003005,14.07,15,4,clothing,card_present,3.1,7.8,5.0,2.0,0,121,0,0
TXN003006,17.96,22,1,gas,contactless,1.6,4.0,1.0,1.0,1,2492,1,0
TXN003007,91.33,22,6,electronics,contactless,19.2,6.9,4.0,2.0,0,663,0,0
TXN003008,30.27,15,4,online,contactless,2.4,19.9,8.0,0.0,0,53,0,0
TXN003009,15.34,6,4,grocery,contactless,18.9,2.7,0.0,1.0,0,1425,0,0
TXN003010,49.23,21,5,travel,card_present,30.7,7.5,2.0,1.0,0,498,0,0
TXN003011,90.57,8,0,travel,contactless,25.0,8.7,5.0,0.0,0,1008,0,0
TXN003012,15.98,9,5,online,online,2.4,8.4,4.0,0.0,0,1623,0,0
TXN003013,150.12,18,3,electronics,card_present,29.1,18.3,1.0,1.0,0,3592,0,0
TXN003014,74.53,6,6,online,online,4.1,1.4,0.0,0.0,0,498,1,0
TXN003015,99.48,18,4,travel,card_present,1.9,7.0,2.0,0.0,1,2082,0,0
TXN003016,142.12,17,1,gas,card_present,25.1,12.9,2.0,2.0,0,1184,0,0
TXN003017,65.09,0,3,online,online,9.3,197.1,5.0,5.0,2,59,0,1
TXN003018,52.61,6,0,gas,online,2.3,4.9,2.0,1.0,0,1046,0,0
TXN003019,17.4,12,6,electronics,card_present,15.3,9.6,2.0,3.0,0,1276,0,0
TXN003020,14.13,11,1,restaurant,card_present,18.4,7.3,6.0,1.0,0,1800,0,0
TXN003021,73.51,21,1,electronics,card_present,6.5,5.8,5.0,2.0,0,3023,0,0
TXN003022,115.57,18,4,restaurant,contactless,5.6,3.4,4.0,0.0,0,265,0,0
TXN003023,73.38,15,1,electronics,card_present,1.3,18.9,3.0,1.0,1,3213,1,0
TXN003024,10.66,17,2,travel,card_present,16.1,3.8,2.0,1.0,1,3464,0,0
TXN003025,56.69,21,5,travel,online,33.4,6.7,2.0,0.0,0,260,0,0
TXN003026,56.42,7,5,travel,card_present,2.5,14.2,1.0,0.0,1,3510,0,0
TXN003027,31.77,22,0,travel,online,6.0,1.7,2.0,0.0,0,3539,0,0
TXN003028,174.65,0,6,online,card_present,117.2,380.4,7.0,7.0,1,3,1,1
TXN003029,23.28,20,0,clothing,card_present,19.3,7.9,5.0,1.0,1,2406,0,0
TXN003030,32.12,11,1,clothing,card_present,5.3,6.5,2.0,2.0,0,1918,0,0
TXN003031,87.25,9,5,gas,card_present,32.6,0.1,2.0,1.0,0,3357,1,0
TXN003032,183.48,14,3,online,card_present,20.3,5.1,5.0,1.0,1,2636,0,0
TXN003033,113.51,11,5,gas,card_present,17.7,3.5,0.0,1.0,1,1495,1,0
TXN003034,37.97,16,0,grocery,online,10.6,8.8,1.0,1.0,0,2571,0,0
TXN003035,40.23,20,0,gas,online,3.5,27.4,2.0,2.0,1,889,1,0
TXN003036,84.46,20,6,grocery,card_present,4.7,15.6,1.0,0.0,0,2638,0,0
TXN003037,52.46,10,5,restaurant,card_present,15.0,1.7,3.0,0.0,1,1997,0,0
TXN003038,138.11,21,5,grocery,card_present,0.8,1.9,6.0,2.0,0,472,0,0
TXN003039,33.49,16,1,gas,online,18.9,6.6,2.0,2.0,0,2025,0,0
TXN003040,183.45,6,4,clothing,contactless,11.1,9.8,4.0,1.0,1,2769,0,0
TXN003041,50.27,6,4,restaurant,contactless,13.7,16.9,2.0,1.0,0,195,0,0
TXN003042,424.03,12,5,grocery,contactless,12.6,7.0,3.0,0.0,0,1145,1,0
TXN003043,144.4,18,3,grocery,card_present,13.8,13.9,5.0,2.0,0,2071,0,0
TXN003044,16.98,18,5,clothing,card_present,3.8,2.7,2.0,2.0,0,1057,0,0
TXN003045,117.6,10,3,clothing,card_present,37.2,3.9,2.0,0.0,0,1553,1,0
TXN003046,67.53,9,5,gas,card_present,25.0,3.9,1.0,2.0,0,2332,0,0
TXN003047,289.75,20,1,online,contactless,16.4,10.6,8.0,2.0,0,670,0,0
TXN003048,90.42,21,1,online,card_present,9.4,3.7,4.0,2.0,0,3248,0,0
TXN003049,9.09,16,4,gas,online,9.2,6.7,3.0,0.0,0,3421,0,0
TXN003050,51.28,9,3,gas,online,26.3,1.4,2.0,1.0,0,3120,0,0
TXN003051,98.52,0,5,jewelry,card_present,42.7,269.8,8.0,6.0,1,39,1,1
TXN003052,29.26,7,0,gas,card_present,3.9,1.1,2.0,0.0,0,249,1,0
TXN003053,431.78,15,0,electronics,contactless,7.6,5.9,3.0,2.0,0,3528,0,0
TXN003054,378.1,9,1,restaurant,contactless,13.5,1.2,2.0,0.0,0,1119,0,0
TXN003055,93.53,9,4,electronics,card_present,8.5,11.3,4.0,3.0,0,719,0,0
TXN003056,26.65,12,6,clothing,online,1.3,13.6,4.0,1.0,0,1923,1,0
TXN003057,65.07,18,3,travel,card_present,14.9,11.8,3.0,0.0,1,639,1,0
TXN003058,117.97,8,1,travel,contactless,23.3,10.5,3.0,2.0,1,983,1,0
TXN003059,89.82,21,4,electronics,card_present,32.0,10.8,2.0,1.0,0,3006,1,0
TXN003060,145.87,8,4,restaurant,online,17.2,13.6,2.0,0.0,0,2009,0,0
TXN003061,41.18,6,4,clothing,card_present,1.4,4.3,5.0,1.0,1,795,0,0
TXN003062,63.76,14,5,gas,card_present,9.1,11.2,4.0,1.0,0,471,0,0
TXN003063,81.76,21,5,clothing,contactless,74.5,9.9,3.0,1.0,0,854,0,0
TXN003064,86.56,18,4,gas,contactless,7.2,6.6,4.0,1.0,0,2560,0,0
TXN003065,35.63,19,1,restaurant,contactless,11.3,8.8,4.0,0.0,0,916,0,0
TXN003066,43.18,7,4,electronics,card_present,22.7,12.8,1.0,0.0,0,3182,0,0
TXN003067,381.28,9,0,gas,online,41.8,10.3,1.0,1.0,0,2562,1,0
TXN003068,24.27,10,4,electronics,card_present,31.1,4.3,9.0,1.0,0,817,1,0
TXN003069,48.74,10,5,online,card_present,3.7,12.6,3.0,1.0,0,2456,1,0
TXN003070,26.01,13,4,travel,card_present,22.2,3.2,4.0,0.0,0,611,0,0
